Document,Section,Chapter,Keywords,PDF Start Page,PDF End Page,Markdown File
Internet Programming 622 Study Guide,Understanding Relational Databases,Topic 4: DATABASES AND STRUCTURED QUERY LANGUAGE [SQL],relational; database; table; record; understanding; databases; terms; tables; grouped; row; represents; which,106,106,documents/internet-programming-622-study-guide/sections/4-7-understanding-relational-databases.md
Internet Programming 622 Study Guide,Using Indexes and Keys,Topic 4: DATABASES AND STRUCTURED QUERY LANGUAGE [SQL],table; indexes; keys; database; often; indexing; columns; you; has; such; internet; inexperienced,107,107,documents/internet-programming-622-study-guide/sections/4-8-using-indexes-and-keys.md
Internet Programming 622 Study Guide,Introducing SQL Statements,Topic 4: DATABASES AND STRUCTURED QUERY LANGUAGE [SQL],table; statements; sql; john; tables; select; where; firstname; introducing; databases; you; deletes,108,109,documents/internet-programming-622-study-guide/sections/4-9-introducing-sql-statements.md
Internet Programming 622 Study Guide,Creating A New Database,Topic 4: DATABASES AND STRUCTURED QUERY LANGUAGE [SQL],database; mysql; new; enter; you; create; command; creating; following; prompt; root; will,110,110,documents/internet-programming-622-study-guide/sections/4-10-creating-a-new-database.md
Internet Programming 622 Study Guide,Creating A Table,Topic 4: DATABASES AND STRUCTURED QUERY LANGUAGE [SQL],table; you; create; fruit; key; name; not; null; database; following; use; primary,111,112,documents/internet-programming-622-study-guide/sections/4-11-creating-a-table.md
Internet Programming 622 Study Guide,Adding Data to A Table With The INSERT Statement,Topic 4: DATABASES AND STRUCTURED QUERY LANGUAGE [SQL],insert; fruit; table; values; you; name; color; statement; query; sec; rows; see,113,115,documents/internet-programming-622-study-guide/sections/4-12-adding-data-to-a-table-with-the-insert-statement.md
Internet Programming 622 Study Guide,Reading Data from A Table with The SELECT And SELECT … Where Clauses,Topic 4: DATABASES AND STRUCTURED QUERY LANGUAGE [SQL],select; you; name; table; where; fruit; retrieve; color; can; filter; all; banana,116,118,documents/internet-programming-622-study-guide/sections/4-13-reading-data-from-a-table-with-the-select-and-select-where-clauses.md
Internet Programming 622 Study Guide,Updating Data in A Table Using The UPDATE and UPDATE … WHERE Clauses,Topic 4: DATABASES AND STRUCTURED QUERY LANGUAGE [SQL],update; where; table; yellow; statement; you; will; name; grapefruit; color; updating; clauses,119,119,documents/internet-programming-622-study-guide/sections/4-14-updating-data-in-a-table-using-the-update-and-update-where-clauses.md
Internet Programming 622 Study Guide,Deleting Data From A Table,Topic 4: DATABASES AND STRUCTURED QUERY LANGUAGE [SQL],table; delete; statement; where; will; deleting; like; clause; rows; fruit; internet; sql,120,120,documents/internet-programming-622-study-guide/sections/4-15-deleting-data-from-a-table.md
Internet Programming 622 Study Guide,Deleting Tables from Databases Using The DROP TABLE Statement,Topic 4: DATABASES AND STRUCTURED QUERY LANGUAGE [SQL],database; table; drop; mysql; tables; statement; show; databases; command; you; can; sec,121,122,documents/internet-programming-622-study-guide/sections/4-16-deleting-tables-from-databases-using-the-drop-table-statement.md
Internet Programming 622 Study Guide,Connecting To MySQL From PHP,Topic 4: DATABASES AND STRUCTURED QUERY LANGUAGE [SQL],mysql; php; connecting; databases; time; your; scripts; you; internet; far; covered; theory,123,123,documents/internet-programming-622-study-guide/sections/4-17-connecting-to-mysql-from-php.md
Internet Programming 622 Study Guide,Making A Connection,Topic 4: DATABASES AND STRUCTURED QUERY LANGUAGE [SQL],connection; database; making; servername; username; password; internet; connecting; mysql; procedural; style; php,124,124,documents/internet-programming-622-study-guide/sections/4-18-making-a-connection.md
Internet Programming 622 Study Guide,Handling Errors,Topic 4: DATABASES AND STRUCTURED QUERY LANGUAGE [SQL],error; conn; mysqli; connection; handling; database; servername; username; password; connect; failed; echo,125,127,documents/internet-programming-622-study-guide/sections/4-19-handling-errors.md
Internet Programming 622 Study Guide,Reading Data,Topic 4: DATABASES AND STRUCTURED QUERY LANGUAGE [SQL],fruit; mysqli; name; color; conn; connection; query; table; fetch; create; database; mydatabase,128,131,documents/internet-programming-622-study-guide/sections/4-20-reading-data.md
Internet Programming 622 Study Guide,Review questions,Topic 4: DATABASES AND STRUCTURED QUERY LANGUAGE [SQL],customers; sql; table; customerid; orders; john; doe; rdbms; database; int; key; varchar,132,133,documents/internet-programming-622-study-guide/sections/60-review-questions.md
Internet Programming 622 Study Guide,Addendum 622 – Installing PHP,Topic 4: DATABASES AND STRUCTURED QUERY LANGUAGE [SQL],addendum; installing; php; internet,134,134,documents/internet-programming-622-study-guide/sections/61-addendum-622-installing-php.md
Internet Programming 622 Study Guide,What is XAMPP?,Topic 4: DATABASES AND STRUCTURED QUERY LANGUAGE [SQL],xampp; click; you; select; windows; next; installation; your; you'll; folder; when; install,134,141,documents/internet-programming-622-study-guide/sections/62-what-is-xampp.md
Internet Programming 622 Study Guide,Why Do You Need XAMPP?,Topic 4: DATABASES AND STRUCTURED QUERY LANGUAGE [SQL],you; xampp; need; web; server; why; run; like; both; internet; php; will,142,142,documents/internet-programming-622-study-guide/sections/63-why-do-you-need-xampp.md
Internet Programming 622 Study Guide,How to run PHP with XAMMP,Topic 4: DATABASES AND STRUCTURED QUERY LANGUAGE [SQL],php; folder; your; code; open; then; you; browser; web; run; named; xampp,143,145,documents/internet-programming-622-study-guide/sections/64-how-to-run-php-with-xammp.md
Internet Programming 622 Study Guide,References,Topic 4: DATABASES AND STRUCTURED QUERY LANGUAGE [SQL],java; internet; php; web; students; mysql; prerequisite; before; skills; dynamic; sebastopol; o'reilly,146,147,documents/internet-programming-622-study-guide/sections/65-references.md
Big Data and IoT 600 Study Guide,Epilogue,Epilogue,big; iot; students; bsc; qualification; academic; innovation; technological; challenges; evolving; our; new,9,9,documents/big-data-iot-600-study-guide/sections/01-epilogue.md
Big Data and IoT 600 Study Guide,Chapter 1: Big Data Analysis and Extraction Techniques,Chapter 1: Big Data Analysis and Extraction Techniques,big; iot; analysis; extraction; techniques; architectures; technologies; standards; storage; security; strategy; analytics,10,10,documents/big-data-iot-600-study-guide/sections/1-chapter-1-big-data-analysis-and-extraction-techniques.md
Big Data and IoT 600 Study Guide,Big Data,Chapter 1: Big Data Analysis and Extraction Techniques,big; security; use; adjust; continuous; improvement; iot; ethical; legal; considerations; strategy; privacy,8,11,documents/big-data-iot-600-study-guide/sections/1-1-big-data.md
Big Data and IoT 600 Study Guide,Characteristics Of Big Data,Chapter 1: Big Data Analysis and Extraction Techniques,big; volume; five; characteristics; basic; use; amount; businesses; not; zettabytes; iot; velocity,12,12,documents/big-data-iot-600-study-guide/sections/1-2-characteristics-of-big-data.md
Big Data and IoT 600 Study Guide,Sources Of Big Data,Chapter 1: Big Data Analysis and Extraction Techniques,big; sources; devices; iot; source; transactions; where; activities; generate; unstructured; interactions; often,13,13,documents/big-data-iot-600-study-guide/sections/1-2-1-sources-of-big-data.md
Big Data and IoT 600 Study Guide,Common tools and frameworks used for big data analysis,Chapter 1: Big Data Analysis and Extraction Techniques,big; hadoop; apache; spark; open-source; distributed; https; kafka; processing; streams; tools; framework,14,14,documents/big-data-iot-600-study-guide/sections/1-3-common-tools-and-frameworks-used-for-big-data-analysis.md
Big Data and IoT 600 Study Guide,Big Data Analysis Techniques,Chapter 1: Big Data Analysis and Extraction Techniques,analysis; descriptive; big; patterns; historical; performance; techniques; trends; like; what; business; intelligence,15,15,documents/big-data-iot-600-study-guide/sections/1-4-big-data-analysis-techniques.md
Big Data and IoT 600 Study Guide,"Data Cleaning, Normalization, and Transformation in Big data Workflows",Chapter 1: Big Data Analysis and Extraction Techniques,normalization; big; cleaning; transformation; workflows; missing; goal; fixing; mistakes; values; mean; formats,16,19,documents/big-data-iot-600-study-guide/sections/1-5-data-cleaning-normalization-and-transformation-in-big-data-workflows.md
Big Data and IoT 600 Study Guide,Chapter 2: IoT Architectures and Applications,Chapter 2: IoT Architectures and Applications,iot; architectures; big; outcomes; reading; learner,20,20,documents/big-data-iot-600-study-guide/sections/2-chapter-2-iot-architectures-and-applications.md
Big Data and IoT 600 Study Guide,Understand Core IoT Concepts and Principles,Chapter 2: IoT Architectures and Applications,iot; understand; core; principles; internet; things; another; communicate; share; which; big; layered,20,20,documents/big-data-iot-600-study-guide/sections/2-1-understand-core-iot-concepts-and-principles.md
Big Data and IoT 600 Study Guide,Key Components of the IoT Ecosystem,Chapter 2: IoT Architectures and Applications,iot; devices; components; ecosystem; processing; key; sensors; connectivity; use; networks; analysis; computing,21,21,documents/big-data-iot-600-study-guide/sections/2-1-1-key-components-of-the-iot-ecosystem.md
Big Data and IoT 600 Study Guide,How IOTs works,Chapter 2: IoT Architectures and Applications,iot; devices; iots; works; can; big; network; over; internet; allows; talk; connecting,22,22,documents/big-data-iot-600-study-guide/sections/2-2-how-iots-works.md
Big Data and IoT 600 Study Guide,Layer Architecture of Internet of Things,Chapter 2: IoT Architectures and Applications,layer; middleware; perception; architecture; internet; things; iot; decisions; can; its; name; like,23,23,documents/big-data-iot-600-study-guide/sections/2-3-layer-architecture-of-internet-of-things.md
Big Data and IoT 600 Study Guide,IoT Architectures,Chapter 2: IoT Architectures and Applications,iot; actions; architectures; sensors; items; gadgets; big; figure; https; www; researchgate; net,24,24,documents/big-data-iot-600-study-guide/sections/2-4-iot-architectures.md
Big Data and IoT 600 Study Guide,Important IoT Technological enablers,Chapter 2: IoT Architectures and Applications,iot; enablers; technology; technological; big; four; essential; support; internet; things; bilal; rfid,24,24,documents/big-data-iot-600-study-guide/sections/2-4-1-important-iot-technological-enablers.md
Big Data and IoT 600 Study Guide,basic building blocks of an IOT system,Chapter 2: IoT Architectures and Applications,iot; control; cloud; devices; analysis; warehouse; compatibility; large; basic; building; blocks; big,25,25,documents/big-data-iot-600-study-guide/sections/2-4-2-basic-building-blocks-of-an-iot-system.md
Big Data and IoT 600 Study Guide,Evaluating Security Challenges in IoT Systems,Chapter 2: IoT Architectures and Applications,iot; security; evaluating; challenges; devices; big; because; its; dispersed; architecture; resource-constrained; massive,26,26,documents/big-data-iot-600-study-guide/sections/2-5-evaluating-security-challenges-in-iot-systems.md
Big Data and IoT 600 Study Guide,Challenges with Encryption,Chapter 2: IoT Architectures and Applications,encryption; devices; iot; challenges; challenging; cloud; keys; big; transforming; unintelligible; formats; require,26,26,documents/big-data-iot-600-study-guide/sections/2-5-1-challenges-with-encryption.md
Big Data and IoT 600 Study Guide,Difficulties with Authentication,Chapter 2: IoT Architectures and Applications,authentication; iot; difficulties; devices; default; like; big; only; accessible; authorised; people; services,26,26,documents/big-data-iot-600-study-guide/sections/2-5-2-difficulties-with-authentication.md
Big Data and IoT 600 Study Guide,Challenges in Data Privacy,Chapter 2: IoT Architectures and Applications,privacy; iot; challenges; can; user; big; have; abide; strict; laws; such; ccpa,27,27,documents/big-data-iot-600-study-guide/sections/2-5-3-challenges-in-data-privacy.md
Big Data and IoT 600 Study Guide,Techniques for Resolving IoT Security Issues,Chapter 2: IoT Architectures and Applications,use; devices; encryption; techniques; iot; solutions; authentication; resolving; security; issues; like; secure,27,28,documents/big-data-iot-600-study-guide/sections/2-5-4-techniques-for-resolving-iot-security-issues.md
Big Data and IoT 600 Study Guide,IoT Applications,Chapter 2: IoT Architectures and Applications,iot; big; figure; https; stl; tech; blog; what-are-the-applications-of-iot,29,29,documents/big-data-iot-600-study-guide/sections/2-6-iot-applications.md
Big Data and IoT 600 Study Guide,Smart Homes,Chapter 2: IoT Architectures and Applications,smart; homes; iot; devices; energy; big; integration; technology; revolutionizing; traditional; transforming; them,29,29,documents/big-data-iot-600-study-guide/sections/2-6-1-smart-homes.md
Big Data and IoT 600 Study Guide,Healthcare (IoT in Healthcare or IoMT),Chapter 2: IoT Architectures and Applications,healthcare; iot; devices; iomt; care; hospital; health; monitoring; personalized; visits; vital; beds,30,30,documents/big-data-iot-600-study-guide/sections/2-6-2-healthcare-iot-in-healthcare-or-iomt.md
Big Data and IoT 600 Study Guide,Industrial IoT (IIoT),Chapter 2: IoT Architectures and Applications,iiot; iot; industrial; industries; productivity; improve; safety; processes; enables; efficient; factories; big,31,31,documents/big-data-iot-600-study-guide/sections/2-6-3-industrial-iot-iiot.md
Big Data and IoT 600 Study Guide,Agriculture (Smart Farming),Chapter 2: IoT Architectures and Applications,iot; sensors; agriculture; farming; farmers; soil; smart; devices; can; monitor; livestock; health,31,31,documents/big-data-iot-600-study-guide/sections/2-6-4-agriculture-smart-farming.md
Big Data and IoT 600 Study Guide,Smart Cities,Chapter 2: IoT Architectures and Applications,smart; cities; iot; optimize; improve; traffic; urban; city; quality; life; residents; sensors,32,32,documents/big-data-iot-600-study-guide/sections/2-6-5-smart-cities.md
Big Data and IoT 600 Study Guide,Transportation and Logistics,Chapter 2: IoT Architectures and Applications,iot; transportation; logistics; vehicles; connected; vehicle; performance; fleet; big; industry; being; transformed,32,32,documents/big-data-iot-600-study-guide/sections/2-6-6-transportation-and-logistics.md
Big Data and IoT 600 Study Guide,Retail,Chapter 2: IoT Architectures and Applications,iot; retail; inventory; shopping; technology; personalized; customer; experiences; shelves; efficient; customers; experience,33,33,documents/big-data-iot-600-study-guide/sections/2-6-8-retail.md
Big Data and IoT 600 Study Guide,Energy Management (Smart Grids),Chapter 2: IoT Architectures and Applications,energy; smart; grids; iot; usage; meters; big; crucial; transforming; optimizing; distribution; monitoring,33,33,documents/big-data-iot-600-study-guide/sections/2-6-7-energy-management-smart-grids.md
Big Data and IoT 600 Study Guide,Environmental Monitoring,Chapter 2: IoT Architectures and Applications,environmental; monitoring; iot; efforts; conservation; quality; health; aiding; pollution; wildlife; air; devices,34,34,documents/big-data-iot-600-study-guide/sections/2-6-9-environmental-monitoring.md
Big Data and IoT 600 Study Guide,Smart Wearables,Chapter 2: IoT Architectures and Applications,smart; wearables; iot; big; wearable; devices; integrated; technology; provide; real-time; insights; users,34,34,documents/big-data-iot-600-study-guide/sections/2-6-10-smart-wearables.md
Big Data and IoT 600 Study Guide,Emerging Trends in IoT Applications,Chapter 2: IoT Architectures and Applications,iot; https; available; date; www; figure; com; emerging; smart; connected; experiences; user,35,36,documents/big-data-iot-600-study-guide/sections/2-6-11-emerging-trends-in-iot-applications.md
Big Data and IoT 600 Study Guide,Chapter 3: IoT technologies and Standards,Chapter 3: IoT technologies and Standards,iot; standards; technologies; understand; big; outcomes; reading; learner; explore; communication; protocols; analyze,37,37,documents/big-data-iot-600-study-guide/sections/3-chapter-3-iot-technologies-and-standards.md
Big Data and IoT 600 Study Guide,IoT Technologies: Overview,Chapter 3: IoT technologies and Standards,iot; technologies; big; internet; things; powered; range; advanced; enable; seamless; interaction; operation,37,37,documents/big-data-iot-600-study-guide/sections/3-1-iot-technologies-overview.md
Big Data and IoT 600 Study Guide,Sensing Technologies,Chapter 3: IoT technologies and Standards,sensing; technologies; iot; sensors; devices; environment; actuators; big; core; enabling; perceive; respond,37,37,documents/big-data-iot-600-study-guide/sections/3-1-1-sensing-technologies.md
Big Data and IoT 600 Study Guide,Connectivity Technologies,Chapter 3: IoT technologies and Standards,iot; communication; connectivity; technologies; devices; long-range; networks; exchange; short-range; used; smart; low-power,38,38,documents/big-data-iot-600-study-guide/sections/3-1-2-connectivity-technologies.md
Big Data and IoT 600 Study Guide,"Edge, Fog, and Cloud Computing",Chapter 3: IoT technologies and Standards,computing; edge; iot; fog; cloud; reducing; central; big; technologies; integral; processing; improving,38,38,documents/big-data-iot-600-study-guide/sections/3-1-3-edge-fog-and-cloud-computing.md
Big Data and IoT 600 Study Guide,Data Storage and Processing Technologies,Chapter 3: IoT technologies and Standards,iot; storage; technologies; processing; big; amounts; lakes; warehouses; store; making; analyze; process,39,39,documents/big-data-iot-600-study-guide/sections/3-1-4-data-storage-and-processing-technologies.md
Big Data and IoT 600 Study Guide,Tagging and Identification,Chapter 3: IoT technologies and Standards,identification; iot; used; tagging; tracking; rfid; nfc; communication; secure; big; identifying; assets,39,39,documents/big-data-iot-600-study-guide/sections/3-1-5-tagging-and-identification.md
Big Data and IoT 600 Study Guide,IoT Communication Protocols,Chapter 3: IoT technologies and Standards,iot; technologies; communication; devices; sensors; standards; used; long-range; protocols; understand; range; various,37,39,documents/big-data-iot-600-study-guide/sections/3-1-6-iot-communication-protocols.md
Big Data and IoT 600 Study Guide,Security Technologies,Chapter 3: IoT technologies and Standards,security; iot; technologies; tls; used; secure; devices; authentication; blockchain; big; paramount; concern,40,40,documents/big-data-iot-600-study-guide/sections/3-1-7-security-technologies.md
Big Data and IoT 600 Study Guide,Integration Technologies,Chapter 3: IoT technologies and Standards,iot; integration; devices; platforms; technologies; communication; api; gateways; big; efficiently; must; integrated,40,40,documents/big-data-iot-600-study-guide/sections/3-1-8-integration-technologies.md
Big Data and IoT 600 Study Guide,Power Management Technologies,Chapter 3: IoT technologies and Standards,power; technologies; iot; devices; big; often; operate; environments; limited; energy; resources; ensure,40,40,documents/big-data-iot-600-study-guide/sections/3-1-9-power-management-technologies.md
Big Data and IoT 600 Study Guide,Nanotechnology,Chapter 3: IoT technologies and Standards,iot; technologies; nanotechnology; devices; enabling; efficient; sensors; healthcare; where; can; https; com,41,41,documents/big-data-iot-600-study-guide/sections/3-1-10-nanotechnology.md
Big Data and IoT 600 Study Guide,Application Communication Protocols,Chapter 3: IoT technologies and Standards,communication; protocols; iot; big; focused; real-time; lightweight; ensuring; efficient; interaction; devices,42,42,documents/big-data-iot-600-study-guide/sections/3-2-1-application-communication-protocols.md
Big Data and IoT 600 Study Guide,Network Communication Protocols,Chapter 3: IoT technologies and Standards,communication; iot; mqtt; protocol; protocols; devices; message; subscribe; qos; but; http; such,42,44,documents/big-data-iot-600-study-guide/sections/3-2-2-network-communication-protocols.md
Big Data and IoT 600 Study Guide,Summary,Chapter 3: IoT technologies and Standards,iot; communication; protocols; devices; network; can; transfer; power; big; essential; ensuring; transmit,45,45,documents/big-data-iot-600-study-guide/sections/48-summary.md
Big Data and IoT 600 Study Guide,IoT Standards,Chapter 3: IoT technologies and Standards,iot; standards; security; devices; big; adoption; critical; ensuring; seamless; interoperability; efficiency; diverse,46,46,documents/big-data-iot-600-study-guide/sections/3-3-iot-standards.md
Big Data and IoT 600 Study Guide,Device Connectivity and Network Communication Standards,Chapter 3: IoT technologies and Standards,communication; standards; iot; devices; networks; connectivity; network; ipv6; smart; device; require; ensure,46,46,documents/big-data-iot-600-study-guide/sections/3-3-1-device-connectivity-and-network-communication-standards.md
Big Data and IoT 600 Study Guide,Application-Level Standards,Chapter 3: IoT technologies and Standards,standards; application-level; iot; big; designed; streamline; communication; devices; platforms; enabling; lightweight; efficient,46,46,documents/big-data-iot-600-study-guide/sections/3-3-2-application-level-standards.md
Big Data and IoT 600 Study Guide,Security Standards for IoT,Chapter 3: IoT technologies and Standards,iot; devices; security; standards; secure; access; used; networks; ensuring; layer; encryption; aes,47,48,documents/big-data-iot-600-study-guide/sections/3-3-3-security-standards-for-iot.md
Big Data and IoT 600 Study Guide,Data Standards in IoT,Chapter 3: IoT technologies and Standards,standards; iot; big; internet; things; essential; ensure; devices; sensors; can; work; together,49,49,documents/big-data-iot-600-study-guide/sections/3-4-data-standards-in-iot.md
Big Data and IoT 600 Study Guide,Data Formats and Serialization,Chapter 3: IoT technologies and Standards,serialization; iot; devices; format; used; formats; ensuring; json; security; standards; big; formatted,50,50,documents/big-data-iot-600-study-guide/sections/3-4-1-data-formats-and-serialization.md
Big Data and IoT 600 Study Guide,Security Standards,Chapter 3: IoT technologies and Standards,iot; devices; security; standards; secure; access; used; networks; ensuring; layer; encryption; aes,47,50,documents/big-data-iot-600-study-guide/sections/3-4-2-security-standards.md
Big Data and IoT 600 Study Guide,Data Storage and Management,Chapter 3: IoT technologies and Standards,databases; storage; iot; devices; generate; nosql; used; store; like; often; time; big,51,51,documents/big-data-iot-600-study-guide/sections/3-4-3-data-storage-and-management.md
Big Data and IoT 600 Study Guide,Interoperability Standards,Chapter 3: IoT technologies and Standards,iot; standards; devices; interoperability; ensuring; framework; big; often; involve; mix; manufacturers; which,51,51,documents/big-data-iot-600-study-guide/sections/3-4-4-interoperability-standards.md
Big Data and IoT 600 Study Guide,Data Analytics and Processing Standards,Chapter 3: IoT technologies and Standards,analytics; processing; standards; iot; big; vast; amounts; generated; devices; another; challenge; help,51,51,documents/big-data-iot-600-study-guide/sections/3-4-5-data-analytics-and-processing-standards.md
Big Data and IoT 600 Study Guide,Key Organizations Behind IoT Data Standards,Chapter 3: IoT technologies and Standards,iot; standards; organizations; key; behind; iso; iec; international; develops; global; technologies; internet,52,52,documents/big-data-iot-600-study-guide/sections/3-4-6-key-organizations-behind-iot-data-standards.md
Big Data and IoT 600 Study Guide,Practical Application of IoT Technologies and Standards,Chapter 3: IoT technologies and Standards,iot; technologies; standards; practical; devices; smart; homes; big; internet; things; revolutionizing; industries,52,52,documents/big-data-iot-600-study-guide/sections/3-5-practical-application-of-iot-technologies-and-standards.md
Big Data and IoT 600 Study Guide,Smart Homes,Chapter 3: IoT technologies and Standards,iot; standards; technologies; smart; homes; devices; like; iso; iec; internet; big; analytics,51,52,documents/big-data-iot-600-study-guide/sections/3-5-1-smart-homes.md
Big Data and IoT 600 Study Guide,Industrial IoT (IIoT),Chapter 3: IoT technologies and Standards,iot; industrial; iiot; maintenance; sensors; monitor; devices; big; manufacturing; settings; enables; automation,53,53,documents/big-data-iot-600-study-guide/sections/3-5-2-industrial-iot-iiot.md
Big Data and IoT 600 Study Guide,Smart Healthcare,Chapter 3: IoT technologies and Standards,healthcare; iot; patient; devices; smart; remote; monitoring; standards; big; transforming; enabling; tracking,53,53,documents/big-data-iot-600-study-guide/sections/3-5-3-smart-healthcare.md
Big Data and IoT 600 Study Guide,Agriculture (Precision Farming),Chapter 3: IoT technologies and Standards,agriculture; iot; soil; weather; communication; precision; farming; improving; crop; yields; moisture; lorawan,54,54,documents/big-data-iot-600-study-guide/sections/3-5-4-agriculture-precision-farming.md
Big Data and IoT 600 Study Guide,Smart Cities,Chapter 3: IoT technologies and Standards,smart; cities; iot; traffic; lights; city; big; enhances; urban; living; improving; infrastructure,54,54,documents/big-data-iot-600-study-guide/sections/3-5-5-smart-cities.md
Big Data and IoT 600 Study Guide,Supply Chain and Logistics,Chapter 3: IoT technologies and Standards,iot; standards; logistics; https; date; available; supply; chain; technologies; communication; protocols; com,54,56,documents/big-data-iot-600-study-guide/sections/3-5-6-supply-chain-and-logistics.md
Big Data and IoT 600 Study Guide,Chapter 4: Big Data Storage and Security,Chapter 4: Big Data Storage and Security,big; storage; security; iot; outcomes; reading; learner,57,57,documents/big-data-iot-600-study-guide/sections/4-chapter-4-big-data-storage-and-security.md
Big Data and IoT 600 Study Guide,Fundamentals of Big Data Storage,Chapter 4: Big Data Storage and Security,big; storage; security; fundamentals; understand; analyze; techniques; environments; designed; enabling; analytics; supports,57,57,documents/big-data-iot-600-study-guide/sections/4-1-fundamentals-of-big-data-storage.md
Big Data and IoT 600 Study Guide,Apache Hadoop,Chapter 4: Big Data Storage and Security,hadoop; apache; effective; big; iot; incredibly; addresses; numerous; issues; raised; large; method,58,58,documents/big-data-iot-600-study-guide/sections/4-2-apache-hadoop.md
Big Data and IoT 600 Study Guide,Hadoop architecture,Chapter 4: Big Data Storage and Security,hadoop; architecture; big; iot,58,58,documents/big-data-iot-600-study-guide/sections/4-3-hadoop-architecture.md
Big Data and IoT 600 Study Guide,Big Data Storage Solutions,Chapter 4: Big Data Storage and Security,hadoop; big; storage; processing; large; distributed; vast; cluster; architecture; its; handle; hdfs,58,60,documents/big-data-iot-600-study-guide/sections/4-4-big-data-storage-solutions.md
Big Data and IoT 600 Study Guide,Big Data Storage Architectures,Chapter 4: Big Data Storage and Security,storage; big; architectures; distributed; iot; designed; handle; enormous; scale; variety; speed; generated,61,61,documents/big-data-iot-600-study-guide/sections/4-5-big-data-storage-architectures.md
Big Data and IoT 600 Study Guide,Key Characteristics of Big Data Storage Architectures,Chapter 4: Big Data Storage and Security,big; key; characteristics; storage; architectures; iot,61,61,documents/big-data-iot-600-study-guide/sections/4-5-1-key-characteristics-of-big-data-storage-architectures.md
Big Data and IoT 600 Study Guide,Common Big Data Storage Architectures,Chapter 4: Big Data Storage and Security,storage; big; distributed; file; hdfs; architectures; which; nodes; machines; designed; processing; files,61,65,documents/big-data-iot-600-study-guide/sections/4-5-2-common-big-data-storage-architectures.md
Big Data and IoT 600 Study Guide,Data Management Techniques in Big Data Environments,Chapter 4: Big Data Storage and Security,big; techniques; environments; storage; governance; like; sources; solutions; integration; can; such; used,66,67,documents/big-data-iot-600-study-guide/sections/4-6-data-management-techniques-in-big-data-environments.md
Big Data and IoT 600 Study Guide,Big Data Security,Chapter 4: Big Data Storage and Security,big; security; iot,68,68,documents/big-data-iot-600-study-guide/sections/4-7-big-data-security.md
Big Data and IoT 600 Study Guide,The Importance of Data Security in Big Data,Chapter 4: Big Data Storage and Security,security; big; can; privacy; importance; such; protecting; compliance; laws; ensuring; iot; crucial,68,68,documents/big-data-iot-600-study-guide/sections/4-7-1-the-importance-of-data-security-in-big-data.md
Big Data and IoT 600 Study Guide,Security Techniques for Protecting Big Data,Chapter 4: Big Data Storage and Security,access; big; techniques; security; protecting; control; sensitive; key; users; they; only; such,68,68,documents/big-data-iot-600-study-guide/sections/4-7-2-security-techniques-for-protecting-big-data.md
Big Data and IoT 600 Study Guide,Big Data Security Frameworks,Chapter 4: Big Data Storage and Security,big; security; frameworks; practices; best; organizations; nist; cybersecurity; framework; can; iot; essential,69,69,documents/big-data-iot-600-study-guide/sections/4-7-3-big-data-security-frameworks.md
Big Data and IoT 600 Study Guide,Cloud-based and distributed big data security solutions,Chapter 4: Big Data Storage and Security,security; solutions; cloud; cloud-based; big; access; sensitive; distributed; encryption; iam; ensure; vast,70,74,documents/big-data-iot-600-study-guide/sections/4-7-4-cloud-based-and-distributed-big-data-security-solutions.md
Big Data and IoT 600 Study Guide,Chapter 5: Strategy Development and Big Data Analytics,Chapter 5: Strategy Development and Big Data Analytics,big; strategy; analytics; iot; outcomes; reading; learner,75,75,documents/big-data-iot-600-study-guide/sections/5-chapter-5-strategy-development-and-big-data-analytics.md
Big Data and IoT 600 Study Guide,Role of Big Data in Strategic Decision-Making,Chapter 5: Strategy Development and Big Data Analytics,big; role; strategic; decision-making; iot; understand,75,75,documents/big-data-iot-600-study-guide/sections/5-1-role-of-big-data-in-strategic-decision-making.md
Big Data and IoT 600 Study Guide,Key Components of a Big Data Strategy,Chapter 5: Strategy Development and Big Data Analytics,big; key; components; strategy; iot; identify,75,75,documents/big-data-iot-600-study-guide/sections/5-2-key-components-of-a-big-data-strategy.md
Big Data and IoT 600 Study Guide,Data-Driven Strategy Formulation,Chapter 5: Strategy Development and Big Data Analytics,big; strategy; can; data-driven; strategic; businesses; understand; decision-making; organizations; companies; customer; market,75,78,documents/big-data-iot-600-study-guide/sections/5-3-data-driven-strategy-formulation.md
Big Data and IoT 600 Study Guide,"Set Clear, Measurable Objectives",Chapter 5: Strategy Development and Big Data Analytics,clear; measurable; objectives; customer; sales; set; company; online; all; big; iot; retail,79,79,documents/big-data-iot-600-study-guide/sections/85-set-clear-measurable-objectives.md
Big Data and IoT 600 Study Guide,Analyze the Data to Extract Insights,Chapter 5: Strategy Development and Big Data Analytics,analyze; extract; insights; customer; big; iot; company; uses; analytics; tools; examine; segmentation,79,79,documents/big-data-iot-600-study-guide/sections/86-analyze-the-data-to-extract-insights.md
Big Data and IoT 600 Study Guide,Incorporate Insights into Strategic Planning,Chapter 5: Strategy Development and Big Data Analytics,company; insights; strategic; products; incorporate; planning; customer; inventory; its; big; iot; makes,80,80,documents/big-data-iot-600-study-guide/sections/87-incorporate-insights-into-strategic-planning.md
